src/app/api/admin/media/upload-async/__tests__/route.test.ts(10,1): error TS2708: Cannot use namespace 'jest' as a value.
src/app/api/admin/media/upload-async/__tests__/route.test.ts(223,59): error TS2304: Cannot find name 'expect'.
src/app/api/admin/media/upload-async/__tests__/route.test.ts(226,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/app/api/admin/media/upload-async/__tests__/route.test.ts(232,7): error TS2304: Cannot find name 'expect'.
src/app/api/admin/media/upload-async/__tests__/route.test.ts(233,7): error TS2304: Cannot find name 'expect'.
src/app/api/admin/media/upload-async/__tests__/route.test.ts(234,7): error TS2304: Cannot find name 'expect'.
src/app/api/admin/media/upload-async/__tests__/route.test.ts(238,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/app/api/admin/media/upload-async/__tests__/route.test.ts(239,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/app/api/admin/media/upload-async/__tests__/route.test.ts(240,27): error TS2694: Namespace 'global.jest' has no exported member 'Mock'.
src/app/api/admin/media/upload-async/__tests__/route.test.ts(246,7): error TS2304: Cannot find name 'expect'.
src/app/api/admin/media/upload-async/__tests__/route.test.ts(247,7): error TS2304: Cannot find name 'expect'.
src/app/api/admin/media/upload-async/__tests__/route.test.ts(248,7): error TS2304: Cannot find name 'expect'.
src/app/api/admin/media/upload-async/__tests__/route.test.ts(251,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/app/api/admin/media/upload-async/__tests__/route.test.ts(252,42): error TS2694: Namespace 'global.jest' has no exported member 'Mock'.
src/app/api/admin/media/upload-async/__tests__/route.test.ts(258,7): error TS2304: Cannot find name 'expect'.
src/app/api/admin/media/upload-async/__tests__/route.test.ts(259,7): error TS2304: Cannot find name 'expect'.
src/app/api/admin/media/upload-async/__tests__/route.test.ts(262,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/app/api/admin/media/upload-async/__tests__/route.test.ts(263,27): error TS2694: Namespace 'global.jest' has no exported member 'Mock'.
src/app/api/admin/media/upload-async/__tests__/route.test.ts(268,7): error TS2304: Cannot find name 'expect'.
src/app/api/admin/media/upload-async/__tests__/route.test.ts(268,59): error TS2304: Cannot find name 'expect'.
src/app/api/auth/__tests__/login.test.ts(4,1): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/app/api/auth/__tests__/login.test.ts(5,3): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/app/api/auth/__tests__/login.test.ts(6,5): error TS2304: Cannot find name 'expect'.
src/components/__tests__/DirectionalIcon.test.tsx(5,1): error TS2708: Cannot use namespace 'jest' as a value.
src/components/__tests__/DirectionalIcon.test.tsx(9,1): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/components/__tests__/DirectionalIcon.test.tsx(10,3): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/components/__tests__/DirectionalIcon.test.tsx(19,5): error TS2304: Cannot find name 'expect'.
src/components/__tests__/DirectionalIcon.test.tsx(22,3): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/components/__tests__/DirectionalIcon.test.tsx(32,5): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(12,9): error TS2708: Cannot use namespace 'jest' as a value.
src/hooks/__tests__/useBulkUpload.test.ts(13,9): error TS2708: Cannot use namespace 'jest' as a value.
src/hooks/__tests__/useBulkUpload.test.ts(15,23): error TS2708: Cannot use namespace 'jest' as a value.
src/hooks/__tests__/useBulkUpload.test.ts(17,21): error TS2708: Cannot use namespace 'jest' as a value.
src/hooks/__tests__/useBulkUpload.test.ts(18,10): error TS2708: Cannot use namespace 'jest' as a value.
src/hooks/__tests__/useBulkUpload.test.ts(25,36): error TS2708: Cannot use namespace 'jest' as a value.
src/hooks/__tests__/useBulkUpload.test.ts(26,26): error TS2708: Cannot use namespace 'jest' as a value.
src/hooks/__tests__/useBulkUpload.test.ts(33,1): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(34,3): error TS2304: Cannot find name 'beforeEach'.
src/hooks/__tests__/useBulkUpload.test.ts(35,5): error TS2708: Cannot use namespace 'jest' as a value.
src/hooks/__tests__/useBulkUpload.test.ts(36,5): error TS2708: Cannot use namespace 'jest' as a value.
src/hooks/__tests__/useBulkUpload.test.ts(39,3): error TS2304: Cannot find name 'afterEach'.
src/hooks/__tests__/useBulkUpload.test.ts(40,5): error TS2708: Cannot use namespace 'jest' as a value.
src/hooks/__tests__/useBulkUpload.test.ts(51,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(52,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(55,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(56,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(57,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(58,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(59,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(62,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(69,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(73,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(74,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(84,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(85,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(86,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(89,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(100,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(103,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(110,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(111,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(114,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(125,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(128,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(140,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(141,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(144,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(147,36): error TS2708: Cannot use namespace 'jest' as a value.
src/hooks/__tests__/useBulkUpload.test.ts(155,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(159,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(160,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(176,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(177,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(180,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(181,36): error TS2708: Cannot use namespace 'jest' as a value.
src/hooks/__tests__/useBulkUpload.test.ts(182,36): error TS2708: Cannot use namespace 'jest' as a value.
src/hooks/__tests__/useBulkUpload.test.ts(196,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(200,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(201,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(215,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(216,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(220,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(221,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(234,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(235,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(239,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(240,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(253,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(254,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(255,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(256,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(257,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(258,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(259,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(263,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(264,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(271,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(275,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(281,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(285,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(286,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(287,29): error TS2708: Cannot use namespace 'jest' as a value.
src/hooks/__tests__/useBulkUpload.test.ts(294,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(297,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(298,27): error TS2708: Cannot use namespace 'jest' as a value.
src/hooks/__tests__/useBulkUpload.test.ts(304,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(307,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(308,26): error TS2708: Cannot use namespace 'jest' as a value.
src/hooks/__tests__/useBulkUpload.test.ts(314,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(318,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(319,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(322,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(323,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(326,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(333,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(336,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(347,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(351,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(352,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(355,7): error TS2304: Cannot find name 'expect'.
src/hooks/__tests__/useBulkUpload.test.ts(359,3): error TS2582: Cannot find name 'describe'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(360,5): error TS2582: Cannot find name 'it'. Do you need to install type definitions for a test runner? Try `npm i --save-dev @types/jest` or `npm i --save-dev @types/mocha`.
src/hooks/__tests__/useBulkUpload.test.ts(363,7): error TS2304: Cannot find name 'expect'.
src/services/adapters/UserAdapter.ts(39,58): error TS2353: Object literal may only specify known properties, and 'default' does not exist in type 'ImportField'.
src/services/adapters/UserAdapter.ts(76,16): error TS2352: Conversion of type '{ id: string; fullName: string; username: string; email: string; role: string; status: string; currentPlan: string; isActive: boolean; avatar: string; createdAt: string; }[]' to type 'UsersType[]' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.
  Type '{ id: string; fullName: string; username: string; email: string; role: string; status: string; currentPlan: string; isActive: boolean; avatar: string; createdAt: string; }' is missing the following properties from type 'UsersType': company, country, contact
src/services/adapters/UserAdapter.ts(145,23): error TS2339: Property 'createdAt' does not exist on type 'UsersType'.
src/services/adapters/UserAdapter.ts(145,49): error TS2339: Property 'createdAt' does not exist on type 'UsersType'.
src/services/adapters/UserAdapter.ts(182,3): error TS2416: Property 'validateImportData' in type 'UserAdapter' is not assignable to the same property in base type 'IEntityAdapter<any>'.
  Type '(data: Record<string, any>[]) => ValidationError[]' is not assignable to type '(data: Record<string, any>[]) => ValidationResult[]'.
    Type 'ValidationError[]' is not assignable to type 'ValidationResult[]'.
      Type 'ValidationError' is missing the following properties from type 'ValidationResult': isValid, errors
src/services/adapters/UserAdapter.ts(420,5): error TS2741: Property 'warnings' is missing in type '{ successCount: number; errorCount: number; errors: ValidationError[]; totalProcessed: number; }' but required in type 'ImportResult'.
src/services/bulk/configs/userBulkConfig.ts(32,30): error TS2339: Property 'code' does not exist on type '{ name: string; }'.
src/services/bulk/configs/userBulkConfig.ts(89,23): error TS2339: Property 'code' does not exist on type '{ name: string; }'.
src/services/bulk/configs/userBulkConfig.ts(156,23): error TS2339: Property 'code' does not exist on type '{ name: string; }'.
src/services/business/userService.ts(39,11): error TS2322: Type 'string | null' is not assignable to type 'string | string[]'.
  Type 'null' is not assignable to type 'string | string[]'.
src/services/data-sanitization.service.ts(1310,9): error TS2353: Object literal may only specify known properties, and 'avatarImage' does not exist in type 'UserSelect<DefaultArgs>'.
src/services/data-sanitization.service.ts(1425,49): error TS2339: Property 'getCache' does not exist on type 'RateLimitStore'.
src/services/data-sanitization.service.ts(1434,33): error TS2551: Property 'setCache' does not exist on type 'RateLimitStore'. Did you mean 'resetCache'?
src/services/data-sanitization.service.ts(1534,21): error TS2353: Object literal may only specify known properties, and 'avatarImage' does not exist in type '(Without<UserUpdateInput, UserUncheckedUpdateInput> & UserUncheckedUpdateInput) | (Without<...> & UserUpdateInput)'.
src/services/data-sanitization.service.ts(1558,33): error TS2353: Object literal may only specify known properties, and 'avatarImage' does not exist in type 'UserSelect<DefaultArgs>'.
